"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.886584316,
"IND","CROPYIELD","RICE","TONNE_HA","A","1990",1.740250349,
"IND","CROPYIELD","RICE","TONNE_HA","A","1991",1.750991702,
"IND","CROPYIELD","RICE","TONNE_HA","A","1992",1.74390614,
"IND","CROPYIELD","RICE","TONNE_HA","A","1993",1.887641788,
"IND","CROPYIELD","RICE","TONNE_HA","A","1994",1.911004424,
"IND","CROPYIELD","RICE","TONNE_HA","A","1995",1.797051072,
"IND","CROPYIELD","RICE","TONNE_HA","A","1996",1.88188076,
"IND","CROPYIELD","RICE","TONNE_HA","A","1997",1.899657488,
"IND","CROPYIELD","RICE","TONNE_HA","A","1998",1.921349406,
"IND","CROPYIELD","RICE","TONNE_HA","A","1999",1.985823989,
"IND","CROPYIELD","RICE","TONNE_HA","A","2000",1.90053916,
"IND","CROPYIELD","RICE","TONNE_HA","A","2001",2.078656673,
"IND","CROPYIELD","RICE","TONNE_HA","A","2002",1.743209958,
"IND","CROPYIELD","RICE","TONNE_HA","A","2003",2.078163147,
"IND","CROPYIELD","RICE","TONNE_HA","A","2004",1.984013081,
"IND","CROPYIELD","RICE","TONNE_HA","A","2005",2.105273485,
"IND","CROPYIELD","RICE","TONNE_HA","A","2006",2.130783081,
"IND","CROPYIELD","RICE","TONNE_HA","A","2007",2.201787233,
"IND","CROPYIELD","RICE","TONNE_HA","A","2008",2.177996397,
"IND","CROPYIELD","RICE","TONNE_HA","A","2009",2.125314474,
"IND","CROPYIELD","RICE","TONNE_HA","A","2010",2.239230394,
"IND","CROPYIELD","RICE","TONNE_HA","A","2011",2.392837524,
"IND","CROPYIELD","RICE","TONNE_HA","A","2012",2.46152401,
"IND","CROPYIELD","RICE","TONNE_HA","A","2013",2.416295052,
"IND","CROPYIELD","RICE","TONNE_HA","A","2014",2.391240358,
"IND","CROPYIELD","RICE","TONNE_HA","A","2015",2.400179386,
"IND","CROPYIELD","RICE","TONNE_HA","A","2016",2.566287041,
"IND","CROPYIELD","RICE","TONNE_HA","A","2017",2.551487207,
"IND","CROPYIELD","RICE","TONNE_HA","A","2018",2.591035259,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.121096134,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.281416893,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.394033194,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.326650143,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.379607916,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.559027195,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.482787609,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.678950787,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.485203743,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.590124607,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.778469086,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.70805645,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.762194157,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.609938145,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.712915897,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.601675272,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.618562222,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.707865715,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.80217576,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.907156229,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.839198828,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.988441706,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.177495003,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.116688252,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.145407438,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.749952316,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.104794025,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.095686197,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.129738745,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1990",2.925321102,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1991",2.79415226,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1992",2.954444647,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1993",2.975277901,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1994",2.867870331,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1995",2.870116949,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1996",2.870898962,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1997",2.792165041,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1998",2.645612955,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1999",2.687228203,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2000",2.781324625,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2001",2.773160934,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2002",2.82455349,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2003",2.868294001,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2004",2.8670578,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2005",2.890717268,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2006",2.919932127,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2007",2.973712444,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2008",3.092782021,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2009",3.136069059,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2010",3.146557331,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2011",3.124592781,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2012",3.222326279,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2013",3.232388973,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2014",3.221648932,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2015",3.350907326,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2016",3.287630081,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2017",3.306326628,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2018",3.407722041,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1990",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1991",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1992",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1993",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1994",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1999",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2000",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.025113047,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1990",2.495152712,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1991",2.55139184,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1992",2.494631052,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1993",2.443928719,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1994",2.527833223,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1995",2.560070753,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1996",2.819250107,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1997",2.629662514,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1998",2.838585377,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1999",2.768401384,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2000",2.381037951,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2001",2.493618727,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2002",3.047019243,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2003",3.072714567,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2004",2.681936264,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2005",2.810476065,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2006",2.671989918,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2007",2.790066958,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2008",2.533876181,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2009",2.57247901,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2010",2.850064755,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2011",2.303798199,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2012",2.670573235,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2013",2.796934605,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2014",2.808436394,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2015",2.857310057,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2016",3.161031961,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2017",3.224999905,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2018",3.142019333,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1990",1.27620256,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1991",1.340805173,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.468831182,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1993",1.492628694,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1994",1.602771998,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.709760904,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.582648516,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.594697595,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.934466004,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.830132961,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.585882306,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.703403592,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.99487257,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.06769228,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.155259371,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.30774188,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.365119457,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.482281208,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.166661739,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.982462287,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.969025493,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.425186515,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.440758348,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.520549178,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.728826642,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.883038044,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.813629627,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.2062428,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.273796895,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1990",1,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1991",2.911016941,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1992",2.574214935,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1993",2.399999857,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1994",1.850588203,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1995",1.298732877,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1996",1.70474565,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1997",1.999413371,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1998",2.145367861,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","1999",1.872253418,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2000",1.982385516,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2001",1.915173531,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2002",2.021156788,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2003",2.183113813,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2004",2.410877943,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2005",2.235806942,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2006",2.1988585,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2007",2.246681929,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2008",2.25006628,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2009",2.356271505,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2010",2.648085117,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2011",2.479206801,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2012",2.515913963,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2013",2.568680048,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2014",2.63850975,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2015",2.850202322,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2016",3.167550325,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2017",3.057879686,
"KAZ","CROPYIELD","RICE","TONNE_HA","A","2018",3.10760236,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1990",1,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1991",0.8686831,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.317647934,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1993",0.908413708,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1994",0.717274189,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.597514331,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.683887065,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.844891012,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.603732169,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.286858916,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.904847205,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.167279363,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.093528867,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.015491605,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.831130803,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.885381043,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.083251238,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.277293563,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.930408895,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.15599072,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.67580986,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.64142251,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.728971839,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.064183235,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.049149156,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.188106537,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.211134791,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.169945121,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.228688293,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1990",1.784243703,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1991",1.815336227,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1992",1.928945184,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1993",1.958268404,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1994",1.97283268,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1995",2.039450407,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1996",2.100160599,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1997",1.980086803,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1998",1.864673615,
"MYS","CROPYIELD","RICE","TONNE_HA","A","1999",1.901964188,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2000",1.980850101,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2001",2.010703802,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2002",2.093750954,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2003",2.173533917,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2004",2.150242329,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2005",2.23486805,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2006",2.081849098,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2007",2.264339685,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2008",2.308559418,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2009",2.401615143,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2010",2.342631578,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2011",2.414406061,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2012",2.447114706,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2013",2.496605635,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2014",2.701338291,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2015",2.590667725,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2016",2.519651413,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2017",2.558475494,
"MYS","CROPYIELD","RICE","TONNE_HA","A","2018",2.644966181,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1990",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1991",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1992",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1993",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1994",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1995",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1996",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1997",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1998",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1999",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2000",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.031390108,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1990",1.241721869,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1991",1.171670675,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1992",1.175480723,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1993",1.175831199,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1994",0.849591553,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1995",1.053760052,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1996",1.049999952,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1997",0.957421899,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1998",0.961350322,
"NGA","CROPYIELD","RICE","TONNE_HA","A","1999",0.897398412,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2000",0.899863601,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2001",0.779971659,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2002",0.804027498,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2003",0.845972836,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2004",0.851959109,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2005",0.790285707,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2006",0.850978732,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2007",0.871860445,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2008",0.848790884,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2009",0.854205012,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2010",1.065961957,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2011",1.062327385,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2012",1.073877573,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2013",1.08461535,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2014",1.101123571,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2015",1.089033246,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2016",1.100000024,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2017",1.10309279,
"NGA","CROPYIELD","RICE","TONNE_HA","A","2018",1.138787599,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1990",0.833333314,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1991",1.200000048,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.333333373,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.357142925,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.333333254,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.200000048,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.043478251,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.640000105,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1998",2,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.885714293,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.08571434,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.45714283,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.54285717,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.657142878,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.771428585,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.885714293,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.028571367,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.257142901,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.514285684,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.285714388,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.08571434,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2011",4.714285851,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.857142925,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.285714388,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2014",2,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.714285731,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.714285731,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.114285708,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.904666437,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1990",1.543913841,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1991",1.547424913,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1992",1.578632236,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1993",1.826854229,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1994",1.622141242,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1995",1.834403276,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1996",1.912398934,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1997",1.869775176,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1998",1.928395748,
"PAK","CROPYIELD","RICE","TONNE_HA","A","1999",2.05006361,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2000",2.020701647,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2001",1.836127162,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2002",2.012988806,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2003",1.969829321,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2004",1.994169593,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2005",2.11620903,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2006",2.106954575,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2007",2.210246563,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2008",2.347785235,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2009",2.387363911,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2010",2.039073944,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2011",2.395853758,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2012",2.397618055,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2013",2.437454224,
"PAK","CROPYIELD","RICE","TONNE_HA","A","2014",2.422345161,
